                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.0844,                0.58426,                 1.2801,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.0659,                0.56769,                 1.2733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.0548,                0.56718,                 1.2653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000614,               0.000614,               0.000614
                     37,                 1.0439,                0.54243,                 1.2547,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.0249,                0.53742,                 1.2453,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.0152,                0.52999,                 1.2251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004952,              0.0004952,              0.0004952
                     40,                0.97719,                0.52249,                 1.2121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004556,              0.0004556,              0.0004556
                     41,                0.92517,                0.47117,                  1.187,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000416,               0.000416,               0.000416
                     42,                0.91213,                0.46032,                 1.1699,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003764,              0.0003764,              0.0003764
                     43,                0.88815,                0.45015,                 1.1617,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003368,              0.0003368,              0.0003368
                     44,                0.84925,                0.43092,                 1.1364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002972,              0.0002972,              0.0002972
                     45,                0.82678,                0.41971,                 1.1264,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002576,              0.0002576,              0.0002576
                     46,                0.80554,                0.41012,                 1.1202,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000218,               0.000218,               0.000218
                     47,                0.80263,                0.40564,                 1.1057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001784,              0.0001784,              0.0001784
                     48,                0.76665,                0.39601,                 1.0917,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001388,              0.0001388,              0.0001388
                     49,                0.75244,                0.38544,                 1.0873,                0.94978,                0.96865,                 0.9866,                0.78001,                0.79434,                0.40644,                 1.0862,               9.92e-05,               9.92e-05,               9.92e-05
